ID,Date,Home Team,Home Score,Away Team,Away Score
21381,2018-07-01,Baltimore Orioles,8,Los Angeles Angels,2
21382,2018-07-01,Toronto Blue Jays,1,Detroit Tigers,9
21383,2018-07-01,Tampa Bay Rays,3,Houston Astros,2
21384,2018-07-01,Miami Marlins,2,New York Mets,5
21385,2018-07-01,Cincinnati Reds,8,Milwaukee Brewers,2
21386,2018-07-01,Philadelphia Phillies,4,Washington Nationals,3
21387,2018-07-01,St. Louis Cardinals,5,Atlanta Braves,6
21388,2018-07-01,Chicago Cubs,11,Minnesota Twins,10
21389,2018-07-01,Texas Rangers,5,Chicago White Sox,10
21390,2018-07-01,Oakland Athletics,3,Cleveland Guardians,15
21391,2018-07-01,Los Angeles Dodgers,6,Colorado Rockies,4
21392,2018-07-01,San Diego Padres,5,Pittsburgh Pirates,7
21393,2018-07-01,Seattle Mariners,1,Kansas City Royals,0
21394,2018-07-01,Arizona Diamondbacks,6,San Francisco Giants,9
21395,2018-07-01,New York Yankees,11,Boston Red Sox,1
21396,2018-07-02,Toronto Blue Jays,2,Detroit Tigers,3
21397,2018-07-02,Washington Nationals,3,Boston Red Sox,4
21398,2018-07-02,New York Yankees,3,Atlanta Braves,5
21399,2018-07-02,Cincinnati Reds,5,Chicago White Sox,3
21400,2018-07-02,Miami Marlins,3,Tampa Bay Rays,2
21401,2018-07-02,Milwaukee Brewers,6,Minnesota Twins,5
21402,2018-07-02,Kansas City Royals,3,Cleveland Guardians,9
21403,2018-07-02,Colorado Rockies,5,San Francisco Giants,2
21404,2018-07-02,Arizona Diamondbacks,3,St. Louis Cardinals,6
21405,2018-07-02,Los Angeles Dodgers,17,Pittsburgh Pirates,1
21406,2018-07-03,Chicago Cubs,5,Detroit Tigers,3
21407,2018-07-03,Milwaukee Brewers,2,Minnesota Twins,0
21408,2018-07-03,Washington Nationals,4,Boston Red Sox,11
21409,2018-07-03,Philadelphia Phillies,3,Baltimore Orioles,2
21410,2018-07-03,New York Yankees,8,Atlanta Braves,5
21411,2018-07-03,Toronto Blue Jays,8,New York Mets,6
21412,2018-07-03,Cincinnati Reds,8,Chicago White Sox,12
21413,2018-07-03,Miami Marlins,6,Tampa Bay Rays,9
21414,2018-07-03,Texas Rangers,3,Houston Astros,5
21415,2018-07-03,Colorado Rockies,8,San Francisco Giants,1
21416,2018-07-03,Kansas City Royals,4,Cleveland Guardians,6
21417,2018-07-03,Oakland Athletics,6,San Diego Padres,2
21418,2018-07-03,Arizona Diamondbacks,4,St. Louis Cardinals,2
21419,2018-07-03,Los Angeles Dodgers,8,Pittsburgh Pirates,3
21420,2018-07-03,Seattle Mariners,4,Los Angeles Angels,1
21421,2018-07-04,Washington Nationals,0,Boston Red Sox,3
21422,2018-07-04,New York Yankees,6,Atlanta Braves,2
21423,2018-07-04,Miami Marlins,3,Tampa Bay Rays,0
21424,2018-07-04,Chicago Cubs,5,Detroit Tigers,2
21425,2018-07-04,Oakland Athletics,4,San Diego Padres,2
21426,2018-07-04,Philadelphia Phillies,4,Baltimore Orioles,1
21427,2018-07-04,Seattle Mariners,4,Los Angeles Angels,7
21428,2018-07-04,Milwaukee Brewers,3,Minnesota Twins,2
21429,2018-07-04,Texas Rangers,4,Houston Astros,5
21430,2018-07-04,Toronto Blue Jays,3,New York Mets,6
21431,2018-07-04,Cincinnati Reds,7,Chicago White Sox,4
21432,2018-07-04,Los Angeles Dodgers,6,Pittsburgh Pirates,4
21433,2018-07-04,Colorado Rockies,1,San Francisco Giants,0
21434,2018-07-04,Kansas City Royals,2,Cleveland Guardians,3
21435,2018-07-04,Arizona Diamondbacks,4,St. Louis Cardinals,8
21436,2018-07-05,Washington Nationals,14,Miami Marlins,12
21437,2018-07-05,Detroit Tigers,5,Texas Rangers,7
21438,2018-07-05,Minnesota Twins,5,Baltimore Orioles,2
21439,2018-07-05,Houston Astros,4,Chicago White Sox,3
21440,2018-07-05,Milwaukee Brewers,7,Atlanta Braves,2
21441,2018-07-05,Arizona Diamondbacks,3,San Diego Padres,6
21442,2018-07-05,Seattle Mariners,4,Los Angeles Angels,1
21443,2018-07-05,San Francisco Giants,2,St. Louis Cardinals,11
21444,2018-07-06,Chicago Cubs,2,Cincinnati Reds,3
21445,2018-07-06,Pittsburgh Pirates,5,Philadelphia Phillies,17
21446,2018-07-06,Washington Nationals,3,Miami Marlins,2
21447,2018-07-06,Toronto Blue Jays,6,New York Yankees,2
21448,2018-07-06,Cleveland Guardians,10,Oakland Athletics,4
21449,2018-07-06,New York Mets,5,Tampa Bay Rays,1
21450,2018-07-06,Detroit Tigers,3,Texas Rangers,1
21451,2018-07-06,Minnesota Twins,6,Baltimore Orioles,2
21452,2018-07-06,Houston Astros,11,Chicago White Sox,4
21453,2018-07-06,Milwaukee Brewers,5,Atlanta Braves,4
21454,2018-07-06,Kansas City Royals,5,Boston Red Sox,10
21455,2018-07-06,Arizona Diamondbacks,3,San Diego Padres,1
21456,2018-07-06,Los Angeles Angels,3,Los Angeles Dodgers,2
21457,2018-07-06,Seattle Mariners,1,Colorado Rockies,7
21458,2018-07-06,San Francisco Giants,3,St. Louis Cardinals,2
21459,2018-07-07,Minnesota Twins,5,Baltimore Orioles,4
21460,2018-07-07,Chicago Cubs,8,Cincinnati Reds,7
21461,2018-07-07,San Francisco Giants,2,St. Louis Cardinals,3
21462,2018-07-07,Pittsburgh Pirates,2,Philadelphia Phillies,3
21463,2018-07-07,Toronto Blue Jays,5,New York Yankees,8
21464,2018-07-07,Cleveland Guardians,3,Oakland Athletics,6
21465,2018-07-07,Seattle Mariners,1,Colorado Rockies,5
21466,2018-07-07,New York Mets,0,Tampa Bay Rays,3
21467,2018-07-07,Detroit Tigers,7,Texas Rangers,2
21468,2018-07-07,Houston Astros,12,Chicago White Sox,6
21469,2018-07-07,Milwaukee Brewers,1,Atlanta Braves,5
21470,2018-07-07,Kansas City Royals,4,Boston Red Sox,15
21471,2018-07-07,Los Angeles Angels,1,Los Angeles Dodgers,3
21472,2018-07-07,Washington Nationals,18,Miami Marlins,4
21473,2018-07-07,Arizona Diamondbacks,20,San Diego Padres,5
21474,2018-07-08,Toronto Blue Jays,1,New York Yankees,2
21475,2018-07-08,Cleveland Guardians,0,Oakland Athletics,6
21476,2018-07-08,New York Mets,0,Tampa Bay Rays,9
21477,2018-07-08,Detroit Tigers,0,Texas Rangers,3
21478,2018-07-08,Pittsburgh Pirates,4,Philadelphia Phillies,1
21479,2018-07-08,Washington Nationals,2,Miami Marlins,10
21480,2018-07-08,Minnesota Twins,10,Baltimore Orioles,1
21481,2018-07-08,Houston Astros,2,Chicago White Sox,1
21482,2018-07-08,Milwaukee Brewers,10,Atlanta Braves,3
21483,2018-07-08,Kansas City Royals,4,Boston Red Sox,7
21484,2018-07-08,Chicago Cubs,6,Cincinnati Reds,5
21485,2018-07-08,San Francisco Giants,13,St. Louis Cardinals,8
21486,2018-07-08,Arizona Diamondbacks,3,San Diego Padres,4
21487,2018-07-08,Seattle Mariners,6,Colorado Rockies,4
21488,2018-07-08,Los Angeles Angels,4,Los Angeles Dodgers,3
21489,2018-07-09,Baltimore Orioles,5,New York Yankees,4
21490,2018-07-09,Baltimore Orioles,2,New York Yankees,10
21491,2018-07-09,New York Mets,4,Philadelphia Phillies,3
21492,2018-07-09,New York Mets,1,Philadelphia Phillies,3
21493,2018-07-09,Pittsburgh Pirates,6,Washington Nationals,3
21494,2018-07-09,Cleveland Guardians,5,Cincinnati Reds,7
21495,2018-07-09,Tampa Bay Rays,10,Detroit Tigers,9
21496,2018-07-09,Boston Red Sox,5,Texas Rangers,0
21497,2018-07-09,Miami Marlins,4,Milwaukee Brewers,3
21498,2018-07-09,Houston Astros,0,Oakland Athletics,2
21499,2018-07-09,Minnesota Twins,3,Kansas City Royals,1
21500,2018-07-09,San Diego Padres,2,Los Angeles Dodgers,8
21501,2018-07-09,San Francisco Giants,2,Chicago Cubs,1
21502,2018-07-10,Pittsburgh Pirates,1,Washington Nationals,5
21503,2018-07-10,Baltimore Orioles,6,New York Yankees,5
21504,2018-07-10,Cleveland Guardians,4,Cincinnati Reds,7
21505,2018-07-10,Tampa Bay Rays,5,Detroit Tigers,2
21506,2018-07-10,Boston Red Sox,8,Texas Rangers,4
21507,2018-07-10,New York Mets,3,Philadelphia Phillies,7
21508,2018-07-10,Miami Marlins,4,Milwaukee Brewers,8
21509,2018-07-10,Atlanta Braves,2,Toronto Blue Jays,6
21510,2018-07-10,Houston Astros,6,Oakland Athletics,5
21511,2018-07-10,Minnesota Twins,4,Kansas City Royals,9
21512,2018-07-10,Chicago White Sox,2,St. Louis Cardinals,14
21513,2018-07-10,Colorado Rockies,3,Arizona Diamondbacks,5
21514,2018-07-10,Los Angeles Angels,9,Seattle Mariners,3
21515,2018-07-10,San Diego Padres,4,Los Angeles Dodgers,1
21516,2018-07-10,San Francisco Giants,0,Chicago Cubs,2
21517,2018-07-11,Tampa Bay Rays,4,Detroit Tigers,2
21518,2018-07-11,Pittsburgh Pirates,2,Washington Nationals,0
21519,2018-07-11,Minnesota Twins,8,Kansas City Royals,5
21520,2018-07-11,San Francisco Giants,5,Chicago Cubs,4
21521,2018-07-11,Baltimore Orioles,0,New York Yankees,9
21522,2018-07-11,Cleveland Guardians,19,Cincinnati Reds,4
21523,2018-07-11,Boston Red Sox,4,Texas Rangers,2
21524,2018-07-11,New York Mets,3,Philadelphia Phillies,0
21525,2018-07-11,Miami Marlins,5,Milwaukee Brewers,4
21526,2018-07-11,Atlanta Braves,9,Toronto Blue Jays,5
21527,2018-07-11,Houston Astros,3,Oakland Athletics,8
21528,2018-07-11,Chicago White Sox,4,St. Louis Cardinals,0
21529,2018-07-11,Colorado Rockies,19,Arizona Diamondbacks,2
21530,2018-07-11,Los Angeles Angels,0,Seattle Mariners,3
21531,2018-07-11,San Diego Padres,2,Los Angeles Dodgers,4
21532,2018-07-12,Houston Astros,4,Oakland Athletics,6
21533,2018-07-12,Colorado Rockies,5,Arizona Diamondbacks,1
21534,2018-07-12,Baltimore Orioles,4,Philadelphia Phillies,5
21535,2018-07-12,Pittsburgh Pirates,6,Milwaukee Brewers,3
21536,2018-07-12,New York Mets,4,Washington Nationals,5
21537,2018-07-12,Boston Red Sox,6,Toronto Blue Jays,4
21538,2018-07-12,Cleveland Guardians,4,New York Yankees,7
21539,2018-07-12,Minnesota Twins,5,Tampa Bay Rays,1
21540,2018-07-12,Los Angeles Angels,11,Seattle Mariners,2
21541,2018-07-12,San Diego Padres,2,Los Angeles Dodgers,3
21542,2018-07-13,Baltimore Orioles,4,Texas Rangers,5
21543,2018-07-13,Pittsburgh Pirates,7,Milwaukee Brewers,3
21544,2018-07-13,New York Mets,4,Washington Nationals,2
21545,2018-07-13,Boston Red Sox,7,Toronto Blue Jays,13
21546,2018-07-13,Miami Marlins,0,Philadelphia Phillies,2
21547,2018-07-13,Cleveland Guardians,6,New York Yankees,5
21548,2018-07-13,Atlanta Braves,1,Arizona Diamondbacks,2
21549,2018-07-13,Houston Astros,3,Detroit Tigers,0
21550,2018-07-13,Minnesota Twins,11,Tampa Bay Rays,8
21551,2018-07-13,Chicago White Sox,9,Kansas City Royals,6
21552,2018-07-13,St. Louis Cardinals,1,Cincinnati Reds,9
21553,2018-07-13,Colorado Rockies,10,Seattle Mariners,7
21554,2018-07-13,Los Angeles Dodgers,3,Los Angeles Angels,2
21555,2018-07-13,San Diego Padres,4,Chicago Cubs,5
21556,2018-07-13,San Francisco Giants,7,Oakland Athletics,1
21557,2018-07-14,Pittsburgh Pirates,2,Milwaukee Brewers,1
21558,2018-07-14,Pittsburgh Pirates,6,Milwaukee Brewers,2
21559,2018-07-14,Boston Red Sox,6,Toronto Blue Jays,2
21560,2018-07-14,Minnesota Twins,6,Tampa Bay Rays,19
21561,2018-07-14,Chicago White Sox,0,Kansas City Royals,5
21562,2018-07-14,Houston Astros,9,Detroit Tigers,1
21563,2018-07-14,New York Mets,7,Washington Nationals,4
21564,2018-07-14,St. Louis Cardinals,2,Cincinnati Reds,8
21565,2018-07-14,Atlanta Braves,0,Arizona Diamondbacks,3
21566,2018-07-14,Miami Marlins,2,Philadelphia Phillies,0
21567,2018-07-14,Los Angeles Dodgers,4,Los Angeles Angels,5
21568,2018-07-14,Baltimore Orioles,1,Texas Rangers,0
21569,2018-07-14,Cleveland Guardians,4,New York Yankees,5
21570,2018-07-14,Colorado Rockies,4,Seattle Mariners,1
21571,2018-07-14,San Francisco Giants,3,Oakland Athletics,4
21572,2018-07-14,San Diego Padres,6,Chicago Cubs,11
21573,2018-07-15,Baltimore Orioles,6,Texas Rangers,5
21574,2018-07-15,Boston Red Sox,5,Toronto Blue Jays,2
21575,2018-07-15,New York Mets,1,Washington Nationals,6
21576,2018-07-15,Miami Marlins,10,Philadelphia Phillies,5
21577,2018-07-15,Cleveland Guardians,5,New York Yankees,2
21578,2018-07-15,Atlanta Braves,5,Arizona Diamondbacks,1
21579,2018-07-15,Pittsburgh Pirates,7,Milwaukee Brewers,6
21580,2018-07-15,Houston Astros,3,Detroit Tigers,6
21581,2018-07-15,Minnesota Twins,11,Tampa Bay Rays,7
21582,2018-07-15,Chicago White Sox,10,Kansas City Royals,1
21583,2018-07-15,St. Louis Cardinals,6,Cincinnati Reds,4
21584,2018-07-15,Colorado Rockies,4,Seattle Mariners,3
21585,2018-07-15,San Francisco Giants,2,Oakland Athletics,6
21586,2018-07-15,Los Angeles Dodgers,5,Los Angeles Angels,3
21587,2018-07-15,San Diego Padres,4,Chicago Cubs,7
21588,2018-07-18,Chicago Cubs,9,St. Louis Cardinals,6
21589,2018-07-19,Chicago Cubs,9,St. Louis Cardinals,6
21590,2018-07-20,Chicago Cubs,5,St. Louis Cardinals,18
21591,2018-07-20,Philadelphia Phillies,11,San Diego Padres,5
21592,2018-07-20,Washington Nationals,5,Atlanta Braves,8
21593,2018-07-20,New York Yankees,5,New York Mets,7
21594,2018-07-20,Toronto Blue Jays,8,Baltimore Orioles,7
21595,2018-07-20,Detroit Tigers,0,Boston Red Sox,1
21596,2018-07-20,Cincinnati Reds,1,Pittsburgh Pirates,12
21597,2018-07-20,Tampa Bay Rays,5,Miami Marlins,6
21598,2018-07-20,Texas Rangers,8,Cleveland Guardians,9
21599,2018-07-20,Milwaukee Brewers,4,Los Angeles Dodgers,6
21600,2018-07-20,Kansas City Royals,6,Minnesota Twins,5
21601,2018-07-20,Oakland Athletics,1,San Francisco Giants,5
21602,2018-07-20,Arizona Diamondbacks,10,Colorado Rockies,11
21603,2018-07-20,Los Angeles Angels,1,Houston Astros,3
21604,2018-07-20,Seattle Mariners,3,Chicago White Sox,1
21605,2018-07-21,Chicago Cubs,7,St. Louis Cardinals,2
21606,2018-07-21,Chicago Cubs,3,St. Louis Cardinals,6
21607,2018-07-21,New York Yankees,7,New York Mets,6
21608,2018-07-21,Toronto Blue Jays,4,Baltimore Orioles,1
21609,2018-07-21,Detroit Tigers,5,Boston Red Sox,0
21610,2018-07-21,Tampa Bay Rays,2,Miami Marlins,3
21611,2018-07-21,Cincinnati Reds,2,Pittsburgh Pirates,6
21612,2018-07-21,Milwaukee Brewers,4,Los Angeles Dodgers,2
21613,2018-07-21,Los Angeles Angels,0,Houston Astros,7
21614,2018-07-21,Kansas City Royals,4,Minnesota Twins,2
21615,2018-07-21,Texas Rangers,3,Cleveland Guardians,16
21616,2018-07-21,Arizona Diamondbacks,5,Colorado Rockies,6
21617,2018-07-21,Oakland Athletics,4,San Francisco Giants,3
21618,2018-07-21,Seattle Mariners,0,Chicago White Sox,5
21619,2018-07-22,Philadelphia Phillies,2,San Diego Padres,10
21620,2018-07-22,Philadelphia Phillies,5,San Diego Padres,0
21621,2018-07-22,Toronto Blue Jays,5,Baltimore Orioles,4
21622,2018-07-22,Detroit Tigers,1,Boston Red Sox,9
21623,2018-07-22,Cincinnati Reds,2,Pittsburgh Pirates,9
21624,2018-07-22,Tampa Bay Rays,6,Miami Marlins,4
21625,2018-07-22,Washington Nationals,6,Atlanta Braves,2
21626,2018-07-22,Milwaukee Brewers,2,Los Angeles Dodgers,11
21627,2018-07-22,Kansas City Royals,5,Minnesota Twins,3
21628,2018-07-22,Chicago Cubs,7,St. Louis Cardinals,2
21629,2018-07-22,Texas Rangers,5,Cleveland Guardians,0
21630,2018-07-22,Oakland Athletics,6,San Francisco Giants,5
21631,2018-07-22,Los Angeles Angels,14,Houston Astros,5
21632,2018-07-22,Arizona Diamondbacks,6,Colorado Rockies,1
21633,2018-07-22,Seattle Mariners,8,Chicago White Sox,2
21634,2018-07-23,Baltimore Orioles,3,Boston Red Sox,5
21635,2018-07-23,Philadelphia Phillies,6,Los Angeles Dodgers,7
21636,2018-07-23,Toronto Blue Jays,3,Minnesota Twins,8
21637,2018-07-23,Cleveland Guardians,0,Pittsburgh Pirates,7
21638,2018-07-23,New York Mets,2,San Diego Padres,3
21639,2018-07-23,Cincinnati Reds,2,St. Louis Cardinals,1
21640,2018-07-23,Miami Marlins,1,Atlanta Braves,12
21641,2018-07-23,Tampa Bay Rays,7,New York Yankees,6
21642,2018-07-23,Chicago Cubs,1,Arizona Diamondbacks,7
21643,2018-07-23,Texas Rangers,3,Oakland Athletics,15
21644,2018-07-23,Milwaukee Brewers,6,Washington Nationals,1
21645,2018-07-23,Kansas City Royals,4,Detroit Tigers,5
21646,2018-07-23,Los Angeles Angels,3,Chicago White Sox,5
21647,2018-07-24,Miami Marlins,9,Atlanta Braves,3
21648,2018-07-24,Baltimore Orioles,7,Boston Red Sox,6
21649,2018-07-24,Philadelphia Phillies,7,Los Angeles Dodgers,4
21650,2018-07-24,Toronto Blue Jays,0,Minnesota Twins,5
21651,2018-07-24,Cleveland Guardians,4,Pittsburgh Pirates,9
21652,2018-07-24,New York Mets,6,San Diego Padres,3
21653,2018-07-24,Cincinnati Reds,2,St. Louis Cardinals,4
21654,2018-07-24,Tampa Bay Rays,0,New York Yankees,4
21655,2018-07-24,Chicago Cubs,1,Arizona Diamondbacks,5
21656,2018-07-24,Texas Rangers,10,Oakland Athletics,13
21657,2018-07-24,Milwaukee Brewers,5,Washington Nationals,4
21658,2018-07-24,Kansas City Royals,5,Detroit Tigers,4
21659,2018-07-24,Colorado Rockies,2,Houston Astros,8
21660,2018-07-24,Los Angeles Angels,2,Chicago White Sox,4
21661,2018-07-24,Seattle Mariners,3,San Francisco Giants,4
21662,2018-07-25,New York Mets,6,San Diego Padres,4
21663,2018-07-25,Tampa Bay Rays,3,New York Yankees,2
21664,2018-07-25,Cincinnati Reds,7,St. Louis Cardinals,3
21665,2018-07-25,Philadelphia Phillies,7,Los Angeles Dodgers,3
21666,2018-07-25,Cleveland Guardians,4,Pittsburgh Pirates,0
21667,2018-07-25,Milwaukee Brewers,3,Washington Nationals,7
21668,2018-07-25,Kansas City Royals,4,Detroit Tigers,8
21669,2018-07-25,Chicago Cubs,2,Arizona Diamondbacks,1
21670,2018-07-25,Toronto Blue Jays,6,Minnesota Twins,12
21671,2018-07-25,Seattle Mariners,3,San Francisco Giants,2
21672,2018-07-25,Texas Rangers,5,Oakland Athletics,6
21673,2018-07-25,Colorado Rockies,3,Houston Astros,2
21674,2018-07-25,Los Angeles Angels,11,Chicago White Sox,3
21675,2018-07-26,Chicago Cubs,7,Arizona Diamondbacks,6
21676,2018-07-26,Los Angeles Angels,12,Chicago White Sox,8
21677,2018-07-26,Pittsburgh Pirates,6,New York Mets,12
21678,2018-07-26,Baltimore Orioles,3,Tampa Bay Rays,4
21679,2018-07-26,New York Yankees,7,Kansas City Royals,2
21680,2018-07-26,Boston Red Sox,1,Minnesota Twins,2
21681,2018-07-26,Cincinnati Reds,4,Philadelphia Phillies,9
21682,2018-07-26,Miami Marlins,3,Washington Nationals,10
21683,2018-07-26,Atlanta Braves,2,Los Angeles Dodgers,8
21684,2018-07-26,Texas Rangers,6,Oakland Athletics,7
21685,2018-07-26,San Francisco Giants,5,Milwaukee Brewers,7
21686,2018-07-27,Pittsburgh Pirates,5,New York Mets,4
21687,2018-07-27,Baltimore Orioles,15,Tampa Bay Rays,5
21688,2018-07-27,Detroit Tigers,3,Cleveland Guardians,8
21689,2018-07-27,Boston Red Sox,4,Minnesota Twins,3
21690,2018-07-27,Cincinnati Reds,6,Philadelphia Phillies,4
21691,2018-07-27,Miami Marlins,1,Washington Nationals,9
21692,2018-07-27,Atlanta Braves,1,Los Angeles Dodgers,4
21693,2018-07-27,Houston Astros,2,Texas Rangers,11
21694,2018-07-27,Chicago White Sox,5,Toronto Blue Jays,10
21695,2018-07-27,St. Louis Cardinals,5,Chicago Cubs,2
21696,2018-07-27,Colorado Rockies,3,Oakland Athletics,1
21697,2018-07-27,Los Angeles Angels,4,Seattle Mariners,3
21698,2018-07-27,San Diego Padres,2,Arizona Diamondbacks,6
21699,2018-07-27,San Francisco Giants,1,Milwaukee Brewers,3
21700,2018-07-28,New York Yankees,5,Kansas City Royals,10
21701,2018-07-28,New York Yankees,5,Kansas City Royals,4
21702,2018-07-28,St. Louis Cardinals,6,Chicago Cubs,2
21703,2018-07-28,Detroit Tigers,2,Cleveland Guardians,1
21704,2018-07-28,Cincinnati Reds,6,Philadelphia Phillies,2
21705,2018-07-28,Pittsburgh Pirates,5,New York Mets,0
21706,2018-07-28,Baltimore Orioles,11,Tampa Bay Rays,2
21707,2018-07-28,Houston Astros,3,Texas Rangers,7
21708,2018-07-28,Boston Red Sox,10,Minnesota Twins,4
21709,2018-07-28,Atlanta Braves,1,Los Angeles Dodgers,5
21710,2018-07-28,Chicago White Sox,9,Toronto Blue Jays,5
21711,2018-07-28,Miami Marlins,2,Washington Nationals,1
21712,2018-07-28,Colorado Rockies,4,Oakland Athletics,1
21713,2018-07-28,San Diego Padres,4,Arizona Diamondbacks,9
21714,2018-07-28,San Francisco Giants,1,Milwaukee Brewers,7
21715,2018-07-28,Los Angeles Angels,11,Seattle Mariners,5
21716,2018-07-29,Baltimore Orioles,11,Tampa Bay Rays,5
21717,2018-07-29,Boston Red Sox,3,Minnesota Twins,0
21718,2018-07-29,New York Yankees,6,Kansas City Royals,3
21719,2018-07-29,Detroit Tigers,1,Cleveland Guardians,8
21720,2018-07-29,Cincinnati Reds,4,Philadelphia Phillies,0
21721,2018-07-29,Miami Marlins,5,Washington Nationals,0
21722,2018-07-29,Pittsburgh Pirates,0,New York Mets,1
21723,2018-07-29,Atlanta Braves,4,Los Angeles Dodgers,1
21724,2018-07-29,Houston Astros,3,Texas Rangers,4
21725,2018-07-29,Chicago White Sox,4,Toronto Blue Jays,7
21726,2018-07-29,Colorado Rockies,3,Oakland Athletics,2
21727,2018-07-29,San Francisco Giants,8,Milwaukee Brewers,5
21728,2018-07-29,Los Angeles Angels,5,Seattle Mariners,8
21729,2018-07-29,San Diego Padres,4,Arizona Diamondbacks,5
21730,2018-07-29,St. Louis Cardinals,2,Chicago Cubs,5
21731,2018-07-30,Boston Red Sox,2,Philadelphia Phillies,1
21732,2018-07-30,Atlanta Braves,5,Miami Marlins,3
21733,2018-07-30,St. Louis Cardinals,5,Colorado Rockies,4
21734,2018-07-30,Minnesota Twins,5,Cleveland Guardians,4
21735,2018-07-30,Arizona Diamondbacks,5,Texas Rangers,9
21736,2018-07-30,Oakland Athletics,10,Toronto Blue Jays,1
21737,2018-07-30,Seattle Mariners,2,Houston Astros,0
21738,2018-07-30,San Diego Padres,3,San Francisco Giants,5
21739,2018-07-30,Los Angeles Dodgers,2,Milwaukee Brewers,5
21740,2018-07-31,San Diego Padres,2,San Francisco Giants,3
21741,2018-07-31,Washington Nationals,25,New York Mets,4
21742,2018-07-31,Pittsburgh Pirates,5,Chicago Cubs,4
21743,2018-07-31,New York Yankees,6,Baltimore Orioles,3
21744,2018-07-31,Detroit Tigers,2,Cincinnati Reds,1
21745,2018-07-31,Tampa Bay Rays,10,Los Angeles Angels,6
21746,2018-07-31,Boston Red Sox,1,Philadelphia Phillies,3
21747,2018-07-31,Atlanta Braves,11,Miami Marlins,6
21748,2018-07-31,Minnesota Twins,2,Cleveland Guardians,6
21749,2018-07-31,Chicago White Sox,2,Kansas City Royals,4
21750,2018-07-31,St. Louis Cardinals,3,Colorado Rockies,6
21751,2018-07-31,Arizona Diamondbacks,6,Texas Rangers,0
21752,2018-07-31,Oakland Athletics,6,Toronto Blue Jays,2
21753,2018-07-31,Seattle Mariners,2,Houston Astros,5
21754,2018-07-31,Los Angeles Dodgers,0,Milwaukee Brewers,1
21755,2018-08-01,Washington Nationals,5,New York Mets,3
21756,2018-08-01,New York Yankees,5,Baltimore Orioles,7
21757,2018-08-01,Detroit Tigers,7,Cincinnati Reds,4
21758,2018-08-01,Minnesota Twins,0,Cleveland Guardians,2
21759,2018-08-01,Oakland Athletics,8,Toronto Blue Jays,3
21760,2018-08-01,Seattle Mariners,3,Houston Astros,8
21761,2018-08-01,Pittsburgh Pirates,2,Chicago Cubs,9
21762,2018-08-01,Tampa Bay Rays,7,Los Angeles Angels,2
21763,2018-08-01,Chicago White Sox,5,Kansas City Royals,10
21764,2018-08-01,St. Louis Cardinals,6,Colorado Rockies,3
21765,2018-08-01,Los Angeles Dodgers,6,Milwaukee Brewers,4
21766,2018-08-02,Tampa Bay Rays,4,Los Angeles Angels,2
21767,2018-08-02,St. Louis Cardinals,3,Colorado Rockies,2
21768,2018-08-02,Chicago White Sox,6,Kansas City Royals,4
21769,2018-08-02,Washington Nationals,10,Cincinnati Reds,4
21770,2018-08-02,Philadelphia Phillies,5,Miami Marlins,2
21771,2018-08-02,New York Mets,2,Atlanta Braves,4
21772,2018-08-02,Boston Red Sox,15,New York Yankees,7
21773,2018-08-02,Chicago Cubs,1,San Diego Padres,6
21774,2018-08-02,Texas Rangers,17,Baltimore Orioles,8
21775,2018-08-02,Los Angeles Dodgers,21,Milwaukee Brewers,5
21776,2018-08-02,Arizona Diamondbacks,1,San Francisco Giants,8
21777,2018-08-02,Seattle Mariners,3,Toronto Blue Jays,7
21778,2018-08-03,Chicago Cubs,5,San Diego Padres,4
21779,2018-08-03,Pittsburgh Pirates,7,St. Louis Cardinals,6
21780,2018-08-03,Philadelphia Phillies,5,Miami Marlins,1
21781,2018-08-03,Cleveland Guardians,4,Los Angeles Angels,7
21782,2018-08-03,New York Mets,1,Atlanta Braves,2
21783,2018-08-03,Tampa Bay Rays,2,Chicago White Sox,3
21784,2018-08-03,Boston Red Sox,4,New York Yankees,1
21785,2018-08-03,Texas Rangers,11,Baltimore Orioles,3
21786,2018-08-03,Minnesota Twins,6,Kansas City Royals,4
21787,2018-08-03,Milwaukee Brewers,5,Colorado Rockies,3
21788,2018-08-03,Arizona Diamondbacks,6,San Francisco Giants,3
21789,2018-08-03,Oakland Athletics,1,Detroit Tigers,0
21790,2018-08-03,Los Angeles Dodgers,1,Houston Astros,2
21791,2018-08-03,Seattle Mariners,2,Toronto Blue Jays,7
21792,2018-08-04,Washington Nationals,1,Cincinnati Reds,7
21793,2018-08-04,Washington Nationals,6,Cincinnati Reds,2
21794,2018-08-04,Chicago Cubs,5,San Diego Padres,4
21795,2018-08-04,Boston Red Sox,4,New York Yankees,1
21796,2018-08-04,Tampa Bay Rays,1,Chicago White Sox,2
21797,2018-08-04,Pittsburgh Pirates,4,St. Louis Cardinals,8
21798,2018-08-04,Philadelphia Phillies,8,Miami Marlins,3
21799,2018-08-04,Cleveland Guardians,3,Los Angeles Angels,0
21800,2018-08-04,Minnesota Twins,8,Kansas City Royals,2
21801,2018-08-04,New York Mets,3,Atlanta Braves,0
21802,2018-08-04,Milwaukee Brewers,8,Colorado Rockies,4
21803,2018-08-04,Texas Rangers,3,Baltimore Orioles,1
21804,2018-08-04,Arizona Diamondbacks,9,San Francisco Giants,3
21805,2018-08-04,Oakland Athletics,2,Detroit Tigers,1
